irelia 2018,top,0.4942528735632184,129,261
irelia 2018,bot,0.0,0,15
irelia 2018,jungle,0.0,0,12
irelia 2018,support,0.0,0,11
syndra,mid,0.5266808964781217,987,1874
syndra,bot,0.4139344262295082,101,244
syndra,top,0.13333333333333333,2,15
syndra,support,0.09090909090909091,1,11
syndra,jungle,0.0,0,12
ornn,top,0.5036496350364964,1518,3014
ornn,mid,0.47342995169082125,98,207
ornn,jungle,0.3,3,10
ornn,support,0.15384615384615385,2,13
ornn,bot,0.0,0,1
galio 2017,mid,0.4830097087378641,398,824
galio 2017,support,0.5113636363636364,90,176
galio 2017,top,0.5,1,2
galio 2017,bot,1.0,1,1
galio 2017,jungle,1.0,1,1
senna,bot,0.4921259842519685,875,1778
senna,support,0.41841004184100417,100,239
leblanc,mid,0.5231164383561644,611,1168
leblanc,jungle,1.0,2,2
leblanc,top,0.3333333333333333,1,3
leblanc,support,1.0,1,1
alistar,support,0.5402298850574713,188,348
braum,support,0.464461994076999,941,2026
tristana,bot,0.4492753623188406,62,138
tristana,mid,0.384,48,125
tristana,top,0.5454545454545454,6,11
fiora,top,0.45041322314049587,109,242
fiora,mid,0.5,3,6
thresh,support,0.5169179229480737,1543,2985
thresh,bot,1.0,1,1
thresh,mid,1.0,1,1
thresh,jungle,0.0,0,1
thresh,top,0.0,0,1
ryze,mid,0.4777777777777778,215,450
ryze,top,0.4605263157894737,35,76
ryze,support,0.0,0,10
ryze,bot,0.0,0,10
ryze,jungle,0.0,0,10
diana,mid,0.45564516129032256,113,248
diana,jungle,0.2727272727272727,9,33
diana,top,0.09090909090909091,1,11
diana,support,0.0,0,10
diana,bot,0.0,0,10
aphelios,bot,0.5309425579181213,1673,3151
aphelios,mid,0.25,1,4
zoe,mid,0.5293761356753482,874,1651
zoe,bot,1.0,1,1
zoe,top,1.0,1,1
zoe,support,0.0,0,1
zoe,jungle,0.0,0,1
taliyah,jungle,0.4583333333333333,55,120
taliyah,mid,0.5,37,74
taliyah,bot,0.5106382978723404,24,47
gangplank,top,0.4852589641434263,609,1255
gangplank,mid,0.06666666666666667,1,15
gangplank,support,0.0,0,10
gangplank,bot,0.0,0,10
gangplank,jungle,0.0,0,10
kindred,jungle,0.46283783783783783,274,592
kindred,bot,0.38461538461538464,5,13
kindred,mid,1.0,4,4
caitlyn,bot,0.5393258426966292,480,890
camille,top,0.5407407407407407,584,1080
camille,mid,0.5238095238095238,22,42
camille,jungle,0.8571428571428571,6,7
camille,support,0.0,0,2
kai'sa,bot,0.4497549019607843,367,816
kai'sa,mid,0.6,3,5
kennen,top,0.47780126849894294,226,473
kennen,mid,0.6,3,5
ekko,mid,0.524416135881104,247,471
ekko,jungle,0.49032258064516127,152,310
ekko,top,0.7777777777777778,7,9
akali 2018,mid,0.5099540581929556,333,653
akali 2018,top,0.5059523809523809,85,168
akali 2018,bot,0.0,0,11
akali 2018,support,0.0,0,10
akali 2018,jungle,0.0,0,10
lissandra,mid,0.5161290322580645,96,186
lissandra,top,0.7142857142857143,5,7
lissandra,jungle,1.0,1,1
lissandra,support,0.0,0,1
sett,top,0.5292955892034233,804,1519
sett,jungle,0.5150273224043715,377,732
sett,support,0.5075528700906344,336,662
sett,mid,0.5123674911660777,145,283
sett,bot,0.14285714285714285,1,7
vladimir,top,0.48148148148148145,169,351
vladimir,mid,0.48344370860927155,73,151
vladimir,bot,0.3333333333333333,1,3
nidalee,jungle,0.5584045584045584,588,1053
nidalee,bot,1.0,1,1
nidalee,support,0.0,0,1
morgana 2019,support,0.5320754716981132,282,530
morgana 2019,mid,0.3333333333333333,15,45
morgana 2019,jungle,0.1875,3,16
morgana 2019,bot,0.1111111111111111,2,18
morgana 2019,top,0.0,0,10
nocturne,jungle,0.4824120603015075,96,199
nocturne,mid,0.6078431372549019,31,51
nocturne,top,0.3333333333333333,2,6
sylas,mid,0.466966966966967,311,666
sylas,top,0.5,145,290
sylas,jungle,0.45454545454545453,50,110
sylas,support,0.16666666666666666,2,12
sylas,bot,0.0,0,10
kled,top,0.45977011494252873,80,174
kled,mid,0.7407407407407407,20,27
kled,support,0.5,1,2
pyke,support,0.38848920863309355,54,139
pyke,bot,0.5454545454545454,6,11
pyke,mid,0.25,2,8
pyke,top,0.0,0,1
sion,top,0.5039164490861618,193,383
sion,mid,0.5833333333333334,7,12
sion,support,0.16666666666666666,1,6
sion,bot,1.0,1,1
sion,jungle,0.0,0,1
gnar,top,0.43023255813953487,148,344
gnar,bot,0.0,0,11
gnar,mid,0.0,0,11
gnar,support,0.0,0,10
gnar,jungle,0.0,0,10
cho'gath,top,0.4520547945205479,66,146
cho'gath,mid,0.5714285714285714,20,35
cho'gath,support,0.25,1,4
cho'gath,bot,0.0,0,6
cho'gath,jungle,0.0,0,2
taric,support,0.47947214076246336,327,682
taric,mid,0.0,0,6
taric,bot,0.0,0,2
shen,top,0.4641434262948207,233,502
shen,support,0.524390243902439,43,82
shen,jungle,0.5416666666666666,13,24
viktor,mid,0.4767123287671233,174,365
viktor,top,0.5,4,8
viktor,bot,0.5,3,6
zilean,mid,0.4339622641509434,46,106
zilean,support,0.4791666666666667,46,96
zilean,top,0.15789473684210525,3,19
zilean,bot,0.14285714285714285,2,14
zilean,jungle,0.0,0,10
jax,top,0.49107142857142855,165,336
jax,jungle,0.5,2,4
jax,mid,1.0,1,1
bard,support,0.595514950166113,717,1204
bard,bot,0.3333333333333333,1,3
bard,top,1.0,1,1
bard,mid,0.0,0,1
zac,jungle,0.5242290748898678,119,227
zac,top,0.34285714285714286,12,35
zac,support,0.42857142857142855,3,7
zac,mid,0.0,0,2
shaco,jungle,0.35714285714285715,10,28
shaco,support,0.25,4,16
shaco,bot,0.0,0,10
shaco,mid,0.0,0,10
shaco,top,0.0,0,10
kassadin,mid,0.49874686716791977,199,399
kassadin,top,0.08333333333333333,1,12
kassadin,jungle,0.09090909090909091,1,11
kassadin,support,0.0,0,11
kassadin,bot,0.0,0,10
draven,bot,0.48031496062992124,61,127
draven,mid,0.0,0,11
draven,support,0.0,0,10
draven,jungle,0.0,0,10
draven,top,0.0,0,10
karma,support,0.4794661190965092,467,974
karma,mid,0.4114441416893733,151,367
karma,top,0.4727272727272727,78,165
karma,bot,0.2608695652173913,6,23
karma,jungle,0.0,0,10
illaoi,top,0.43636363636363634,24,55
yasuo,mid,0.5037593984962406,134,266
yasuo,bot,0.47368421052631576,27,57
yasuo,top,0.7,7,10
twisted fate,mid,0.5712451861360719,445,779
shyvana,jungle,0.4968553459119497,79,159
shyvana,top,0.4,8,20
ashe,bot,0.49081726354453625,1069,2178
ashe,support,0.2,1,5
nami,support,0.5897435897435898,23,39
nami,mid,0.0,0,2
heimerdinger,bot,0.38571428571428573,27,70
heimerdinger,mid,0.44,11,25
heimerdinger,top,0.07692307692307693,1,13
heimerdinger,support,0.0,0,11
heimerdinger,jungle,0.0,0,10
yorick,top,0.375,18,48
malzahar,mid,0.5245901639344263,32,61
zyra,support,0.2857142857142857,18,63
zyra,mid,0.0,0,12
zyra,bot,0.0,0,10
zyra,jungle,0.0,0,10
zyra,top,0.0,0,10
rengar,jungle,0.6896551724137931,20,29
rengar,top,0.5882352941176471,10,17
rengar,mid,1.0,1,1
rengar,bot,0.0,0,1
urgot 2017,top,0.5255813953488372,113,215
urgot 2017,mid,0.75,3,4
urgot 2017,jungle,0.0,0,1
veigar,mid,0.4339622641509434,46,106
veigar,bot,0.2692307692307692,7,26
veigar,support,0.5,1,2
corki,mid,0.4731182795698925,396,837
corki,bot,0.0,0,4
corki,top,0.0,0,1
kayle 2019,top,0.4594594594594595,85,185
kayle 2019,mid,0.25,4,16
kayle 2019,support,0.09090909090909091,1,11
kayle 2019,bot,0.0,0,10
kayle 2019,jungle,0.0,0,10
poppy,top,0.4264705882352941,87,204
poppy,jungle,0.4666666666666667,21,45
poppy,support,0.15789473684210525,3,19
poppy,mid,0.0,0,12
poppy,bot,0.0,0,10
trundle,jungle,0.5062260536398467,1057,2088
trundle,support,0.32142857142857145,18,56
trundle,top,0.3684210526315789,14,38
trundle,bot,0.0,0,10
trundle,mid,0.0,0,10
karthus,jungle,0.5218579234972678,191,366
karthus,bot,0.5913978494623656,55,93
karthus,mid,0.4,6,15
karthus,top,0.5,1,2
vel'koz,mid,0.5034013605442177,74,147
vel'koz,bot,0.56,14,25
vel'koz,support,0.42857142857142855,3,7
soraka,top,0.4765625,61,128
soraka,support,0.35714285714285715,30,84
soraka,bot,0.45454545454545453,25,55
soraka,mid,0.2777777777777778,5,18
soraka,jungle,0.0,0,10
kayn,jungle,0.38636363636363635,34,88
kayn,mid,0.5714285714285714,8,14
kayn,top,0.25,1,4
malphite,top,0.4839506172839506,196,405
malphite,mid,0.3076923076923077,8,26
malphite,bot,0.09090909090909091,1,11
malphite,support,0.0,0,12
malphite,jungle,0.0,0,10
xerath,mid,0.4230769230769231,22,52
xerath,bot,0.6666666666666666,2,3
xerath,support,0.16666666666666666,1,6
blitzcrank,support,0.5229357798165137,228,436
lulu,support,0.45792563600782776,234,511
lulu,mid,0.35,21,60
lulu,top,0.45454545454545453,15,33
dr. mundo,top,0.76,19,25
dr. mundo,jungle,0.36363636363636365,4,11
sivir,bot,0.49122807017543857,84,171
sivir,mid,0.0,0,1
anivia,mid,0.26,13,50
anivia,support,0.0,0,10
anivia,bot,0.0,0,10
anivia,jungle,0.0,0,10
anivia,top,0.0,0,10
swain 2018,mid,0.6666666666666666,8,12
swain 2018,support,0.46153846153846156,6,13
swain 2018,bot,0.46153846153846156,6,13
swain 2018,top,0.5,3,6
riven,top,0.5128205128205128,20,39
riven,jungle,1.0,2,2
riven,mid,1.0,1,1
ezreal,bot,0.4928500166278683,1482,3007
ezreal,mid,0.5333333333333333,16,30
ezreal,top,0.5,1,2
ezreal,support,1.0,1,1
nasus,top,0.2,1,5
nasus,mid,1.0,1,1
nasus,jungle,0.0,0,1
jinx,bot,0.38461538461538464,35,91
jinx,support,0.0,0,10
jinx,mid,0.0,0,10
jinx,jungle,0.0,0,10
jinx,top,0.0,0,10
garen,top,0.4444444444444444,12,27
garen,mid,0.06666666666666667,1,15
garen,bot,0.09090909090909091,1,11
garen,jungle,0.0,0,11
garen,support,0.0,0,10
tryndamere,top,0.42857142857142855,6,14
tryndamere,mid,0.6,3,5
tryndamere,jungle,0.0,0,1
skarner,jungle,0.47959183673469385,94,196
skarner,top,0.11764705882352941,2,17
skarner,support,0.0,0,10
skarner,bot,0.0,0,10
skarner,mid,0.0,0,10
talon,mid,0.35294117647058826,6,17
ahri,mid,0.35135135135135137,13,37
ziggs,mid,0.46808510638297873,132,282
ziggs,bot,0.43805309734513276,99,226
ziggs,support,0.15384615384615385,2,13
ziggs,top,0.0,0,11
ziggs,jungle,0.0,0,10
transparent,mid,0.47619047619047616,10,21
transparent,support,0.5,10,20
transparent,bot,0.5,10,20
transparent,jungle,0.5,10,20
transparent,top,0.5,10,20
fiddlesticks,support,0.75,3,4
fiddlesticks,jungle,0.0,0,1
graves,jungle,0.5278048780487805,1082,2050
graves,mid,0.21052631578947367,4,19
graves,top,0.1111111111111111,2,18
graves,bot,0.07692307692307693,1,13
graves,support,0.0,0,10
annie,mid,0.1875,3,16
annie,support,0.08333333333333333,1,12
annie,bot,0.0,0,10
annie,jungle,0.0,0,10
annie,top,0.0,0,10
jhin,bot,0.5355064027939465,460,859
jhin,mid,0.0,0,1
hecarim,jungle,0.49127906976744184,169,344
hecarim,top,0.5441176470588235,37,68
warwick 2017,jungle,0.3333333333333333,2,6
warwick 2017,top,0.0,0,1
evelynn 2017,jungle,0.5795454545454546,51,88
xin zhao 2018,jungle,0.4473684210526316,17,38
maokai,top,0.4372549019607843,223,510
maokai,support,0.4909090909090909,54,110
maokai,mid,0.35294117647058826,6,17
maokai,jungle,0.25,5,20
maokai,bot,0.125,2,16
sona,bot,0.4177215189873418,33,79
sona,support,0.22727272727272727,5,22
sona,top,0.14285714285714285,2,14
sona,mid,0.0,0,10
sona,jungle,0.0,0,10
kalista,bot,0.5189873417721519,697,1343
kalista,top,0.574468085106383,27,47
kalista,mid,0.42857142857142855,6,14
kha'zix,jungle,0.5376884422110553,214,398
kha'zix,mid,1.0,1,1
zed,mid,0.38571428571428573,27,70
vayne,bot,0.4014084507042254,57,142
vayne,mid,0.6153846153846154,16,26
vayne,top,0.47619047619047616,10,21
neeko,mid,0.43103448275862066,50,116
neeko,top,0.6,42,70
neeko,bot,0.5555555555555556,5,9
neeko,support,0.6666666666666666,2,3
singed,top,0.4117647058823529,7,17
singed,support,0.0,0,1
singed,jungle,0.0,0,1
yuumi,support,0.4597156398104265,388,844
yuumi,jungle,1.0,1,1
yuumi,bot,0.0,0,1
lux,support,0.515358361774744,151,293
lux,mid,0.2,4,20
lux,bot,0.2,1,5
fizz,mid,0.3793103448275862,11,29
katarina,mid,0.29411764705882354,5,17
aurelion sol,mid,0.3793103448275862,11,29
aurelion sol,support,0.0,0,1
kog'maw,mid,0.3333333333333333,29,87
kog'maw,bot,0.3375,27,80
darius,top,0.4625,37,80
darius,bot,1.0,1,1
darius,mid,1.0,1,1
ivern,jungle,0.3409090909090909,15,44
ivern,support,0.0,0,1
twitch,bot,0.43037974683544306,34,79
twitch,top,0.09090909090909091,1,11
twitch,support,0.0,0,10
twitch,mid,0.0,0,10
twitch,jungle,0.0,0,10
nunu & willump,jungle,0.4222222222222222,19,45
nunu & willump,mid,0.5454545454545454,6,11
volibear,support,0.6176470588235294,21,34
volibear,top,0.6666666666666666,2,3
volibear,mid,0.0,0,1
master yi,jungle,0.045454545454545456,1,22
master yi,support,0.0,0,10
master yi,bot,0.0,0,10
master yi,mid,0.0,0,10
master yi,top,0.0,0,10
amumu,jungle,0.14285714285714285,1,7
amumu,top,0.0,0,2
janna,support,0.4696969696969697,31,66
janna,top,0.8333333333333334,10,12
janna,bot,0.0,0,1
wukong,top,0.5192743764172335,458,882
wukong,jungle,0.43137254901960786,44,102
wukong,support,0.525,21,40
wukong,bot,0.3611111111111111,13,36
wukong,mid,0.5714285714285714,4,7
rammus,jungle,0.07692307692307693,1,13
rammus,support,0.0,0,11
rammus,mid,0.0,0,11
rammus,bot,0.0,0,10
rammus,top,0.0,0,10
vi,jungle,0.25,6,24
vi,mid,0.09090909090909091,1,11
vi,support,0.0,0,10
vi,bot,0.0,0,10
vi,top,0.0,0,10
brand,jungle,0.5,3,6
brand,support,0.3333333333333333,2,6
brand,bot,0.0,0,3
teemo,top,0.0,0,12
teemo,jungle,0.0,0,11
teemo,support,0.0,0,10
teemo,bot,0.0,0,10
teemo,mid,0.0,0,10
fiddlesticks 2020,jungle,0.47058823529411764,24,51
fiddlesticks 2020,mid,0.46875,15,32
fiddlesticks 2020,top,0.6111111111111112,11,18
fiddlesticks 2020,support,0.5,2,4
volibear 2011,support,1.0,1,1
volibear 2020,jungle,0.5149330587023687,500,971
volibear 2020,top,0.5081967213114754,310,610
volibear 2020,bot,0.5,1,2
volibear 2020,support,1.0,1,1
volibear 2020,mid,0.0,0,2
udyr,jungle,0.0,0,11
udyr,support,0.0,0,10
udyr,bot,0.0,0,10
udyr,mid,0.0,0,10
udyr,top,0.0,0,10
lillia,jungle,0.4671814671814672,242,518
lillia,top,0.23333333333333334,7,30
lillia,mid,0.25,4,16
lillia,support,0.0,0,10
lillia,bot,0.0,0,10
snydra,mid,0.5875,47,80
yone,mid,0.5416666666666666,26,48
yone,jungle,1.0,2,2
yone,top,0.0,0,1
samira,bot,0.559322033898305,33,59
samira,mid,0.0,0,1
tahmkench,support,0.0,0,4
seraphine,support,0.3333333333333333,1,3
